Dataset,Model,Measure,Drift Strength,Mean_Value,Std_Value
yelp_review_full,nlpaueb/sec-bert-base,hellinger,1.0,0.9344940765840639,0.04218138334949528
yelp_review_full,nlpaueb/sec-bert-base,js,0.0,0.5541335026418349,0.06454954920168213
yelp_review_full,nlpaueb/sec-bert-base,js,0.25,0.6107002361891197,0.047985023024106684
yelp_review_full,nlpaueb/sec-bert-base,js,0.5,0.6247778845903649,0.042943338877185426
yelp_review_full,nlpaueb/sec-bert-base,js,0.75,0.6292116286226636,0.031187417161573975
yelp_review_full,nlpaueb/sec-bert-base,js,1.0,0.6090692635055984,0.0677654398260976
yelp_review_full,nlpaueb/sec-bert-base,kl,0.0,19.02333558649128,2.394779736363636
yelp_review_full,nlpaueb/sec-bert-base,kl,0.25,20.765724139381206,1.9365620981884732
yelp_review_full,nlpaueb/sec-bert-base,kl,0.5,20.757424970005548,1.127856301623301
yelp_review_full,nlpaueb/sec-bert-base,kl,0.75,21.87625661161411,0.8463423200755609
yelp_review_full,nlpaueb/sec-bert-base,kl,1.0,23.150913083449566,0.7367201155235689
yelp_review_full,nlpaueb/sec-bert-base,mmd,0.0,0.1244656244913737,0.008289306967077113
yelp_review_full,nlpaueb/sec-bert-base,mmd,0.25,0.19774958491325378,0.008471435781072319
yelp_review_full,nlpaueb/sec-bert-base,mmd,0.5,0.28965147336324054,0.016163718170123926
yelp_review_full,nlpaueb/sec-bert-base,mmd,0.75,0.34513163566589355,0.02319427270351507
yelp_review_full,nlpaueb/sec-bert-base,mmd,1.0,0.3730197846889496,0.018426897035070586
yelp_review_full,nlpaueb/sec-bert-base,wasserstein,0.0,0.7031909492363533,0.10389484855488854
yelp_review_full,nlpaueb/sec-bert-base,wasserstein,0.25,1.032499682282408,0.23585783231578836
yelp_review_full,nlpaueb/sec-bert-base,wasserstein,0.5,1.5278245719025534,0.24091148996116735
yelp_review_full,nlpaueb/sec-bert-base,wasserstein,0.75,1.8170817948629459,0.3266297926721112
yelp_review_full,nlpaueb/sec-bert-base,wasserstein,1.0,1.9656314669301114,0.25148390007481863
