window_time,drift_distance,threshold,drift_detected
2015-01-11 08:09:48.506820096,0.0,0.058556533841260056,0
2015-02-05 05:45:21.200667648,0.059184717615255046,0.058556533841260056,0
2015-02-28 16:39:17.016885504,0.0593647774885309,0.058556533841260056,0
2015-03-24 08:51:32.283909632,0.05441363942784606,0.058556533841260056,0
2015-04-19 23:55:22.089075712,0.05723986032367343,0.058556533841260056,0
2015-05-16 05:23:02.882852864,0.05056143491020357,0.058556533841260056,0
2015-06-11 17:01:20.739780864,0.04950898548754462,0.058556533841260056,0
2015-07-07 02:48:50.688933888,0.05899914985622151,0.058556533841260056,0
2015-07-30 15:34:58.859391744,0.054425801936822504,0.058556533841260056,0
2015-08-21 15:05:12.752964864,0.04969547617579619,0.058556533841260056,0
2015-09-12 21:37:22.907615744,0.04860180076561015,0.058556533841260056,0
2015-10-05 21:53:33.587716864,0.04886787665658673,0.058556533841260056,0
2015-10-26 04:25:22.448119552,0.04933160858541938,0.058556533841260056,0
2015-11-13 17:02:05.369004800,0.04859036571932513,0.058556533841260056,0
2015-12-02 07:12:01.405064960,0.04743264210148863,0.058556533841260056,0
2015-12-22 18:55:59.606276864,0.05451669621828981,0.058556533841260056,0
2016-01-10 08:06:09.746892288,0.050163324733302206,0.058556533841260056,0
2016-01-21 04:39:16.918586112,0.049007657427690914,0.058556533841260056,0
2016-02-02 02:58:14.565866496,0.04826941089929208,0.058556533841260056,0
2016-02-14 18:06:33.121078016,0.04896445089925735,0.058556533841260056,0
2016-02-26 21:17:57.877155840,0.04618990288198311,0.058556533841260056,0
2016-03-09 07:50:47.186913280,0.04802226039915682,0.058556533841260056,0
2016-03-21 19:27:45.574640896,0.04982041701774326,0.058556533841260056,0
2016-04-04 14:40:47.423562496,0.04724707856659727,0.058556533841260056,0
2016-04-19 00:35:56.588087808,0.046728734653977234,0.058556533841260056,0
2016-04-29 09:06:52.916020480,0.04719127975530674,0.058556533841260056,0
2016-05-10 06:38:48.651970048,0.047897760181012224,0.058556533841260056,0
2016-05-21 10:47:31.657382656,0.04828392703182882,0.058556533841260056,0
2016-06-01 08:05:10.293080576,0.04756733393230311,0.058556533841260056,0
