Dataset,Model,Measure,Drift Strength,Value
ag_news,bert-base-uncased,kl,0.5,5.026196754236952
ag_news,bert-base-uncased,kl,0.5,4.512474899738047
ag_news,bert-base-uncased,kl,0.75,6.314465771522304
ag_news,bert-base-uncased,kl,0.75,6.847698514739536
ag_news,bert-base-uncased,kl,0.75,6.339553822019154
ag_news,bert-base-uncased,kl,1.0,6.379515249753769
ag_news,bert-base-uncased,kl,1.0,6.769065456961675
ag_news,bert-base-uncased,kl,1.0,6.271193737265634
ag_news,bert-base-uncased,js,0.0,0.06372069494462917
ag_news,bert-base-uncased,js,0.0,0.05628489839816081
ag_news,bert-base-uncased,js,0.0,0.06468083185148975
ag_news,bert-base-uncased,js,0.25,0.10908561480809015
ag_news,bert-base-uncased,js,0.25,0.10479184677809981
ag_news,bert-base-uncased,js,0.25,0.10059203100432468
ag_news,bert-base-uncased,js,0.5,0.1681344583328615
ag_news,bert-base-uncased,js,0.5,0.17726494512747115
ag_news,bert-base-uncased,js,0.5,0.15389924810930294
ag_news,bert-base-uncased,js,0.75,0.19455122651287166
ag_news,bert-base-uncased,js,0.75,0.2105675466489117
ag_news,bert-base-uncased,js,0.75,0.18304592731992336
ag_news,bert-base-uncased,js,1.0,0.20816831340969089
ag_news,bert-base-uncased,js,1.0,0.22042120968826237
ag_news,bert-base-uncased,js,1.0,0.19126804339245845
ag_news,bert-base-uncased,hellinger,0.0,0.28063869821827025
ag_news,bert-base-uncased,hellinger,0.0,0.2634089000016018
ag_news,bert-base-uncased,hellinger,0.0,0.28319826856660363
ag_news,bert-base-uncased,hellinger,0.25,0.3709286298654242
ag_news,bert-base-uncased,hellinger,0.25,0.35785194698743034
ag_news,bert-base-uncased,hellinger,0.25,0.34750543140534335
ag_news,bert-base-uncased,hellinger,0.5,0.457853736714376
ag_news,bert-base-uncased,hellinger,0.5,0.4673465364391451
ag_news,bert-base-uncased,hellinger,0.5,0.4365024104870521
ag_news,bert-base-uncased,hellinger,0.75,0.49931714658974413
ag_news,bert-base-uncased,hellinger,0.75,0.5102258500318783
ag_news,bert-base-uncased,hellinger,0.75,0.47525390790578076
ag_news,bert-base-uncased,hellinger,1.0,0.5155406408605833
ag_news,bert-base-uncased,hellinger,1.0,0.5289205525622136
ag_news,bert-base-uncased,hellinger,1.0,0.5042861644134785
ag_news,bert-base-uncased,bhattacharyya,0.0,0.08203260458368274
ag_news,bert-base-uncased,bhattacharyya,0.0,0.0719088131766442
ag_news,bert-base-uncased,bhattacharyya,0.0,0.08360039252002263
ag_news,bert-base-uncased,bhattacharyya,0.25,0.14450820685244098
ag_news,bert-base-uncased,bhattacharyya,0.25,0.13636690690459707
ag_news,bert-base-uncased,bhattacharyya,0.25,0.131109453540387
ag_news,bert-base-uncased,bhattacharyya,0.5,0.23124562251471836
ag_news,bert-base-uncased,bhattacharyya,0.5,0.2400290126057869
ag_news,bert-base-uncased,bhattacharyya,0.5,0.20497924123026362
ag_news,bert-base-uncased,bhattacharyya,0.75,0.28188131797401633
ag_news,bert-base-uncased,bhattacharyya,0.75,0.30512288808596294
ag_news,bert-base-uncased,bhattacharyya,0.75,0.2554807215611248
ag_news,bert-base-uncased,bhattacharyya,1.0,0.3066437946899617
ag_news,bert-base-uncased,bhattacharyya,1.0,0.3207604496161754
ag_news,bert-base-uncased,bhattacharyya,1.0,0.2854269010209714
ag_news,bert-base-uncased,mmd,0.0,0.0166015625
ag_news,bert-base-uncased,mmd,0.0,0.018033383414149284
ag_news,bert-base-uncased,mmd,0.0,0.018128981813788414
ag_news,bert-base-uncased,mmd,0.25,0.18952201306819916
ag_news,bert-base-uncased,mmd,0.25,0.1869865357875824
ag_news,bert-base-uncased,mmd,0.25,0.18645919859409332
ag_news,bert-base-uncased,mmd,0.5,0.2942466735839844
ag_news,bert-base-uncased,mmd,0.5,0.2908836901187897
ag_news,bert-base-uncased,mmd,0.5,0.28796881437301636
ag_news,bert-base-uncased,mmd,0.75,0.3309551179409027
ag_news,bert-base-uncased,mmd,0.75,0.32988810539245605
ag_news,bert-base-uncased,mmd,0.75,0.3278374969959259
ag_news,bert-base-uncased,mmd,1.0,0.3405626118183136
ag_news,bert-base-uncased,mmd,1.0,0.3384726047515869
ag_news,bert-base-uncased,mmd,1.0,0.33826544880867004
ag_news,bert-base-uncased,wasserstein,0.0,0.11915321639776236
ag_news,bert-base-uncased,wasserstein,0.0,0.11223553619980813
ag_news,bert-base-uncased,wasserstein,0.0,0.1276027864724398
ag_news,bert-base-uncased,wasserstein,0.25,1.610497909295559
ag_news,bert-base-uncased,wasserstein,0.25,1.5637753176540135
ag_news,bert-base-uncased,wasserstein,0.25,1.440302393886447
ag_news,bert-base-uncased,wasserstein,0.5,2.253007359609008
ag_news,bert-base-uncased,wasserstein,0.5,2.308523948198557
ag_news,bert-base-uncased,wasserstein,0.5,2.1328101032346485
ag_news,bert-base-uncased,wasserstein,0.75,2.5320808382809163
ag_news,bert-base-uncased,wasserstein,0.75,2.5981913519322872
ag_news,bert-base-uncased,wasserstein,0.75,2.4086644389986995
ag_news,bert-base-uncased,wasserstein,1.0,2.6056371925115585
ag_news,bert-base-uncased,wasserstein,1.0,2.7575384266614913
ag_news,bert-base-uncased,wasserstein,1.0,2.5284482775986197
