distance_name,drift_strength,pca,final_similarity,time_taken,avg_overhead,seed,Dataset,Model
mahalanobis,0.0,False,0.8876482182072523,0.14996004104614258,0.06865119934082031,0,yelp_review_full,distilbert-base-uncased
mahalanobis,0.0,True,0.08054240934762259,0.031555891036987305,9.918212890625e-05,0,yelp_review_full,distilbert-base-uncased
mahalanobis,0.25,False,1.5647709933780105,0.10133719444274902,0.06889128684997559,0,yelp_review_full,distilbert-base-uncased
mahalanobis,0.25,True,0.24324439033152212,0.03154325485229492,8.20159912109375e-05,0,yelp_review_full,distilbert-base-uncased
mahalanobis,0.5,False,1.9553196163231072,0.10140013694763184,0.06843400001525879,0,yelp_review_full,distilbert-base-uncased
mahalanobis,0.5,True,0.5486903680901624,0.03369498252868652,6.771087646484375e-05,0,yelp_review_full,distilbert-base-uncased
mahalanobis,0.75,False,2.1332461184801903,0.10243010520935059,0.06989383697509766,0,yelp_review_full,distilbert-base-uncased
mahalanobis,0.75,True,0.558904959781309,0.03136777877807617,7.414817810058594e-05,0,yelp_review_full,distilbert-base-uncased
mahalanobis,1.0,False,2.3224444724955973,0.10210609436035156,0.0689699649810791,0,yelp_review_full,distilbert-base-uncased
mahalanobis,1.0,True,0.6055682760595785,0.031256675720214844,7.510185241699219e-05,0,yelp_review_full,distilbert-base-uncased
euclidean,0.0,False,0.8876482248306274,0.031649112701416016,2.193450927734375e-05,0,yelp_review_full,distilbert-base-uncased
euclidean,0.0,True,0.08054240792989731,0.03112506866455078,2.3126602172851562e-05,0,yelp_review_full,distilbert-base-uncased
euclidean,0.25,False,1.3426741361618042,0.03133988380432129,1.71661376953125e-05,0,yelp_review_full,distilbert-base-uncased
euclidean,0.25,True,0.2829724848270416,0.03166508674621582,2.288818359375e-05,0,yelp_review_full,distilbert-base-uncased
euclidean,0.5,False,2.112903118133545,0.032182931900024414,1.9073486328125e-05,0,yelp_review_full,distilbert-base-uncased
euclidean,0.5,True,0.4806080460548401,0.0325169563293457,2.193450927734375e-05,0,yelp_review_full,distilbert-base-uncased
euclidean,0.75,False,2.2016441822052,0.03168892860412598,1.621246337890625e-05,0,yelp_review_full,distilbert-base-uncased
euclidean,0.75,True,0.5328237414360046,0.032006025314331055,2.09808349609375e-05,0,yelp_review_full,distilbert-base-uncased
euclidean,1.0,False,2.282111883163452,0.0316770076751709,1.71661376953125e-05,0,yelp_review_full,distilbert-base-uncased
euclidean,1.0,True,0.6314759254455566,0.030958890914916992,2.2172927856445312e-05,0,yelp_review_full,distilbert-base-uncased
manhattan,0.0,False,19.696067810058594,0.032045841217041016,1.4781951904296875e-05,0,yelp_review_full,distilbert-base-uncased
manhattan,0.0,True,0.09958302974700928,0.03127002716064453,1.811981201171875e-05,0,yelp_review_full,distilbert-base-uncased
manhattan,0.25,False,33.186988830566406,0.03152894973754883,1.4066696166992188e-05,0,yelp_review_full,distilbert-base-uncased
manhattan,0.25,True,0.5040183067321777,0.031070947647094727,1.8835067749023438e-05,0,yelp_review_full,distilbert-base-uncased
manhattan,0.5,False,44.593849182128906,0.0318450927734375,1.5974044799804688e-05,0,yelp_review_full,distilbert-base-uncased
manhattan,0.5,True,0.7438050508499146,0.03176426887512207,2.09808349609375e-05,0,yelp_review_full,distilbert-base-uncased
manhattan,0.75,False,43.83290100097656,0.03127694129943848,2.5033950805664062e-05,0,yelp_review_full,distilbert-base-uncased
manhattan,0.75,True,0.7324193716049194,0.031080245971679688,1.8835067749023438e-05,0,yelp_review_full,distilbert-base-uncased
manhattan,1.0,False,46.96809387207031,0.03523373603820801,1.5974044799804688e-05,0,yelp_review_full,distilbert-base-uncased
manhattan,1.0,True,0.7774711847305298,0.031722307205200195,2.09808349609375e-05,0,yelp_review_full,distilbert-base-uncased
minkowski,0.0,False,0.3403365910053253,0.031143903732299805,2.193450927734375e-05,0,yelp_review_full,distilbert-base-uncased
minkowski,0.0,True,0.07803729176521301,0.031821250915527344,2.5033950805664062e-05,0,yelp_review_full,distilbert-base-uncased
minkowski,0.25,False,0.7388884425163269,0.031646013259887695,2.09808349609375e-05,0,yelp_review_full,distilbert-base-uncased
minkowski,0.25,True,0.33826422691345215,0.03169393539428711,2.7179718017578125e-05,0,yelp_review_full,distilbert-base-uncased
minkowski,0.5,False,0.8771346807479858,0.03158092498779297,2.193450927734375e-05,0,yelp_review_full,distilbert-base-uncased
minkowski,0.5,True,0.435965359210968,0.03210592269897461,2.5987625122070312e-05,0,yelp_review_full,distilbert-base-uncased
minkowski,0.75,False,1.0561281442642212,0.031642913818359375,1.71661376953125e-05,0,yelp_review_full,distilbert-base-uncased
minkowski,0.75,True,0.46556878089904785,0.031200170516967773,1.8835067749023438e-05,0,yelp_review_full,distilbert-base-uncased
minkowski,1.0,False,1.1778790950775146,0.030903100967407227,1.5735626220703125e-05,0,yelp_review_full,distilbert-base-uncased
minkowski,1.0,True,0.6087891459465027,0.03155994415283203,2.384185791015625e-05,0,yelp_review_full,distilbert-base-uncased
chebyshev,0.0,False,0.09300141036510468,0.031190156936645508,1.621246337890625e-05,0,yelp_review_full,distilbert-base-uncased
chebyshev,0.0,True,0.07743830233812332,0.03128790855407715,1.7881393432617188e-05,0,yelp_review_full,distilbert-base-uncased
chebyshev,0.25,False,0.3764357566833496,0.031132221221923828,8.821487426757812e-06,0,yelp_review_full,distilbert-base-uncased
chebyshev,0.25,True,0.31456446647644043,0.031516075134277344,1.8358230590820312e-05,0,yelp_review_full,distilbert-base-uncased
