batch,t_data,t_ipca,t_kll,throughput_sps,ipca_mem_delta,kll_mem_delta,pca_mse,kll_median_err,mode,kll_k,n_components,seed
92,0.0,0.010389125000074273,0.0,96254.49688908843,16384.0,0.0,,,pca,16,10,202
93,0.0,0.007958082998811733,0.0,125658.40292810665,16384.0,0.0,,,pca,16,10,202
94,0.0,0.011971583000558894,0.0,83531.14203470961,16384.0,0.0,,,pca,16,10,202
95,0.0,0.00748724999721162,0.0,133560.38603925568,16384.0,0.0,0.9035258621729443,,pca,16,10,202
96,0.0,0.007851292000850663,0.0,127367.57210044579,16384.0,0.0,,,pca,16,10,202
97,0.0,0.004328459002863383,0.0,231029.10281429839,16384.0,0.0,,,pca,16,10,202
98,0.0,0.00707887499811477,0.0,141265.38472092213,16384.0,0.0,,,pca,16,10,202
99,0.0,0.008105541997792898,0.0,123372.37907993018,16384.0,0.0,,,pca,16,10,202
100,0.0,0.009615999999368796,0.0,103993.34443278296,16384.0,0.0,0.9035361343176715,,pca,16,10,202
1,0.0,0.008740166998904897,0.0,114414.28980994246,0.0,0.0,,,pca,16,20,42
2,0.0,0.01074562500070897,0.0,93061.12952331973,0.0,0.0,,,pca,16,20,42
3,0.0,0.008971458999440074,0.0,111464.59010317184,0.0,0.0,,,pca,16,20,42
4,0.0,0.00836150000031921,0.0,119595.76630530691,0.0,0.0,,,pca,16,20,42
5,0.0,0.012754749997839099,0.0,78402.16391300647,0.0,0.0,0.8029702144686498,,pca,16,20,42
6,0.0,0.008169374999852153,0.0,122408.38497658607,0.0,0.0,,,pca,16,20,42
7,0.0,0.009402084000612376,0.0,106359.39861150656,0.0,0.0,,,pca,16,20,42
8,0.0,0.009848459001659648,0.0,101538.72802145813,0.0,0.0,,,pca,16,20,42
9,0.0,0.009536667002976174,0.0,104858.43740668759,0.0,0.0,,,pca,16,20,42
10,0.0,0.009601042002032045,0.0,104155.36144809611,0.0,0.0,0.8028341988516208,,pca,16,20,42
11,0.0,0.0077156670013209805,0.0,129606.42285738776,0.0,0.0,,,pca,16,20,42
12,0.0,0.008533167001587572,0.0,117189.78426344554,0.0,0.0,,,pca,16,20,42
13,0.0,0.009143958002823638,0.0,109361.83211812672,0.0,0.0,,,pca,16,20,42
14,0.0,0.009683083000709303,0.0,103272.89355329788,0.0,0.0,,,pca,16,20,42
15,0.0,0.007578291002573678,0.0,131955.87232799426,0.0,0.0,0.8029252649371753,,pca,16,20,42
16,0.0,0.009136749999015592,0.0,109448.10792762652,0.0,0.0,,,pca,16,20,42
17,0.0,0.008674499997141538,0.0,115280.41965871517,0.0,0.0,,,pca,16,20,42
18,0.0,0.008434374998614658,0.0,118562.4305492997,0.0,0.0,,,pca,16,20,42
19,0.0,0.009796917001949623,0.0,102072.92761600371,0.0,0.0,,,pca,16,20,42
20,0.0,0.008897833002265543,0.0,112386.91485279423,16384.0,0.0,0.8029191819468695,,pca,16,20,42
21,0.0,0.008162584003002848,0.0,122510.22465828473,16384.0,0.0,,,pca,16,20,42
22,0.0,0.0092207910020079,0.0,108450.56565995717,16384.0,0.0,,,pca,16,20,42
23,0.0,0.010338583997508977,0.0,96725.04476831105,16384.0,0.0,,,pca,16,20,42
24,0.0,0.009476417002588278,0.0,105525.11563461926,16384.0,0.0,,,pca,16,20,42
25,0.0,0.009446000000025379,0.0,105864.91636643164,16384.0,0.0,0.8029870502545734,,pca,16,20,42
26,0.0,0.007355833000474377,0.0,135946.53385082426,16384.0,0.0,,,pca,16,20,42
27,0.0,0.009469500000705011,0.0,105602.19651782558,16384.0,0.0,,,pca,16,20,42
28,0.0,0.008966792000137502,0.0,111522.60473808977,16384.0,0.0,,,pca,16,20,42
29,0.0,0.009627916999306763,0.0,103864.62617739671,16384.0,0.0,,,pca,16,20,42
30,0.0,0.009208584000589326,0.0,108594.32893656642,16384.0,0.0,0.8030182656732299,,pca,16,20,42
31,0.0,0.007299458000488812,0.0,136996.47287963497,16384.0,0.0,,,pca,16,20,42
32,0.0,0.00741037499756203,0.0,134945.93732827206,16384.0,0.0,,,pca,16,20,42
33,0.0,0.008986167002149159,0.0,111282.15175177992,16384.0,0.0,,,pca,16,20,42
34,0.0,0.007986832999449689,0.0,125206.073554925,16384.0,0.0,,,pca,16,20,42
35,0.0,0.009055292000994086,0.0,110432.66190534997,16384.0,0.0,0.8029712548390479,,pca,16,20,42
36,0.0,0.008164625000063097,0.0,122479.59949076312,16384.0,0.0,,,pca,16,20,42
37,0.0,0.00904416699995636,0.0,110568.50232916146,16384.0,0.0,,,pca,16,20,42
38,0.0,0.009051208002347266,0.0,110482.49026435678,16384.0,0.0,,,pca,16,20,42
39,0.0,0.008846000000630738,0.0,113045.4442605356,16384.0,0.0,,,pca,16,20,42
40,0.0,0.008776208000199404,0.0,113944.42793257396,16384.0,0.0,0.8029931352934498,,pca,16,20,42
41,0.0,0.007926916998258093,0.0,126152.44996506785,16384.0,0.0,,,pca,16,20,42
42,0.0,0.00859491599840112,0.0,116347.85030895313,16384.0,0.0,,,pca,16,20,42
43,0.0,0.007674125001358334,0.0,130308.0155487431,16384.0,0.0,,,pca,16,20,42
44,0.0,0.00655262500004028,0.0,152610.5949896191,16384.0,0.0,,,pca,16,20,42
45,0.0,0.007892166999226902,0.0,126707.91179380234,16384.0,0.0,0.8028679813576622,,pca,16,20,42
46,0.0,0.011112457999843173,0.0,89989.09152359566,16384.0,0.0,,,pca,16,20,42
47,0.0,0.004441875000338769,0.0,225130.15335274697,16384.0,0.0,,,pca,16,20,42
48,0.0,0.00955404200067278,0.0,104667.74166678163,16384.0,0.0,,,pca,16,20,42
49,0.0,0.009747416999744019,0.0,102591.28136472066,16384.0,0.0,,,pca,16,20,42
50,0.0,0.009991999999328982,0.0,100080.06405796192,16384.0,0.0,0.8028334722494582,,pca,16,20,42
51,0.0,0.0080534170010651,0.0,124170.89539356345,16384.0,0.0,,,pca,16,20,42
52,0.0,0.006193125002027955,0.0,161469.371225762,16384.0,0.0,,,pca,16,20,42
53,0.0,0.008535583001503255,0.0,117156.61365180137,16384.0,0.0,,,pca,16,20,42
54,0.0,0.006548833000124432,0.0,152698.96178158754,16384.0,0.0,,,pca,16,20,42
55,0.0,0.004433499998413026,0.0,225555.43032772088,16384.0,0.0,0.8027742195523103,,pca,16,20,42
56,0.0,0.008506291000230704,0.0,117560.05055233573,16384.0,0.0,,,pca,16,20,42
57,0.0,0.009163416998489993,0.0,109129.59654294752,16384.0,0.0,,,pca,16,20,42
58,0.0,0.008492208002280677,0.0,117755.00549815064,16384.0,0.0,,,pca,16,20,42
59,0.0,0.010657625000021653,0.0,93829.53519174941,16384.0,0.0,,,pca,16,20,42
60,0.0,0.009424083000340033,0.0,106111.11977302394,16384.0,0.0,0.8027959513973159,,pca,16,20,42
61,0.0,0.00796749999790336,0.0,125509.88393638519,16384.0,0.0,,,pca,16,20,42
62,0.0,0.008697167002537753,0.0,114979.96988079097,16384.0,0.0,,,pca,16,20,42
63,0.0,0.009285500000260072,0.0,107694.79295374418,16384.0,0.0,,,pca,16,20,42
64,0.0,0.009509208000963554,0.0,105161.22897918223,16384.0,0.0,,,pca,16,20,42
65,0.0,0.008777000002737623,0.0,113934.1460280382,16384.0,0.0,0.8028114608240415,,pca,16,20,42
66,0.0,0.007802667001669761,0.0,128161.30686930523,16384.0,0.0,,,pca,16,20,42
67,0.0,0.009016415999212768,0.0,110908.81344508848,16384.0,0.0,,,pca,16,20,42
68,0.0,0.009219750001648208,0.0,108462.81079435242,16384.0,0.0,,,pca,16,20,42
69,0.0,0.008585499999753665,0.0,116475.45280166467,16384.0,0.0,,,pca,16,20,42
70,0.0,0.008454374998109415,0.0,118281.95463575037,16384.0,0.0,0.8028347825241817,,pca,16,20,42
71,0.0,0.008958708996942732,0.0,111623.22610783117,16384.0,0.0,,,pca,16,20,42
72,0.0,0.009593333001248538,0.0,104239.05850759622,16384.0,0.0,,,pca,16,20,42
73,0.0,0.007602083001984283,0.0,131542.89419610146,16384.0,0.0,,,pca,16,20,42
74,0.0,0.00809783300064737,0.0,123489.82745384554,16384.0,0.0,,,pca,16,20,42
75,0.0,0.008207874998333864,0.0,121834.21411790414,16384.0,0.0,0.8028566706851871,,pca,16,20,42
76,0.0,0.008650875002786051,0.0,115595.24321851209,16384.0,0.0,,,pca,16,20,42
77,0.0,0.008082790998741984,0.0,123719.64092052377,16384.0,0.0,,,pca,16,20,42
78,0.0,0.007647499998711282,0.0,130761.68684779534,16384.0,0.0,,,pca,16,20,42
79,0.0,0.00938049999967916,0.0,106604.1255833061,16384.0,0.0,,,pca,16,20,42
80,0.0,0.00912975000028382,0.0,109532.02442223638,16384.0,0.0,0.802836990204375,,pca,16,20,42
81,0.0,0.008758874999330146,0.0,114169.91338230962,16384.0,0.0,,,pca,16,20,42
82,0.0,0.00922583399733412,0.0,108391.28476503675,16384.0,0.0,,,pca,16,20,42
83,0.0,0.011267624999163672,0.0,88749.84746778704,16384.0,0.0,,,pca,16,20,42
84,0.0,0.007209374998637941,0.0,138708.2791766178,16384.0,0.0,,,pca,16,20,42
85,0.0,0.008545041997422231,0.0,117026.92629265817,32768.0,0.0,0.8028360017453228,,pca,16,20,42
86,0.0,0.010198583997407695,0.0,98052.82775081157,32768.0,0.0,,,pca,16,20,42
87,0.0,0.008469333999528317,0.0,118073.03857135556,32768.0,0.0,,,pca,16,20,42
88,0.0,0.009439625002414687,0.0,105936.41164179686,32768.0,0.0,,,pca,16,20,42
89,0.0,0.008753624999371823,0.0,114238.38696217418,32768.0,0.0,,,pca,16,20,42
90,0.0,0.009437333999812836,0.0,105962.12871345153,32768.0,0.0,0.8028414068503849,,pca,16,20,42
91,0.0,0.007992250000825152,0.0,125121.21116040615,32768.0,0.0,,,pca,16,20,42
92,0.0,0.00988691599923186,0.0,101143.77426466378,32768.0,0.0,,,pca,16,20,42
93,0.0,0.01009633300054702,0.0,99045.86149702272,32768.0,0.0,,,pca,16,20,42
94,0.0,0.009314667000580812,0.0,107357.56843885513,32768.0,0.0,,,pca,16,20,42
95,0.0,0.008843457999319071,0.0,113077.93852551773,32768.0,0.0,0.8028130596083153,,pca,16,20,42
96,0.0,0.008349458003067411,0.0,119768.2531767477,32768.0,0.0,,,pca,16,20,42
97,0.0,0.008991291000711499,0.0,111218.73376369066,32768.0,0.0,,,pca,16,20,42
98,0.0,0.008139666999340989,0.0,122855.14875251813,32768.0,0.0,,,pca,16,20,42
99,0.0,0.008494249999785097,0.0,117726.69747479763,32768.0,0.0,,,pca,16,20,42
100,0.0,0.008854583000356797,0.0,112935.86608874804,32768.0,0.0,0.8028163857041628,,pca,16,20,42
1,0.0,0.007477040999219753,0.0,133742.74664327136,0.0,0.0,,,pca,16,20,101
2,0.0,0.009094083001400577,0.0,109961.60908647857,0.0,0.0,,,pca,16,20,101
3,0.0,0.00889320799979032,0.0,112445.36280086753,0.0,0.0,,,pca,16,20,101
4,0.0,0.007725750001554843,0.0,129437.27143626772,0.0,0.0,,,pca,16,20,101
5,0.0,0.008149417000822723,0.0,122708.16426488486,0.0,0.0,0.7986163233888035,,pca,16,20,101
6,0.0,0.0072660839978198055,0.0,137625.71424993858,16384.0,0.0,,,pca,16,20,101
7,0.0,0.008291292000649264,0.0,120608.46487154152,16384.0,0.0,,,pca,16,20,101
8,0.0,0.006704375002300367,0.0,149156.33443190242,16384.0,0.0,,,pca,16,20,101
9,0.0,0.00790462500299327,0.0,126508.21507931454,16384.0,0.0,,,pca,16,20,101
10,0.0,0.008277707998786354,0.0,120806.38748632063,16384.0,0.0,0.7986485383148193,,pca,16,20,101
11,0.0,0.008027415999094956,0.0,124573.08804137523,16384.0,0.0,,,pca,16,20,101
12,0.0,0.008500249998178333,0.0,117643.59874289668,16384.0,0.0,,,pca,16,20,101
13,0.0,0.007126084001356503,0.0,140329.52738273118,16384.0,0.0,,,pca,16,20,101
14,0.0,0.012039166998874862,0.0,83062.22516005106,16384.0,0.0,,,pca,16,20,101
15,0.0,0.0079579580014979,0.0,125660.37667097179,16384.0,0.0,0.7986437640437942,,pca,16,20,101
16,0.0,0.006934291999641573,0.0,144210.82931778603,16384.0,0.0,,,pca,16,20,101
17,0.0,0.006581582998478552,0.0,151939.13078831756,16384.0,0.0,,,pca,16,20,101
18,0.0,0.007435332998284139,0.0,134492.96759550262,16384.0,0.0,,,pca,16,20,101
19,0.0,0.009758083000633633,0.0,102479.1447188004,16384.0,0.0,,,pca,16,20,101
20,0.0,0.00977966699792887,0.0,102252.97039375463,16384.0,0.0,0.798497064219161,,pca,16,20,101
21,0.0,0.008546124998247251,0.0,117012.09614943531,16384.0,0.0,,,pca,16,20,101
22,0.0,0.009864957999525359,0.0,101368.90598501421,16384.0,0.0,,,pca,16,20,101
23,0.0,0.009154125000350177,0.0,109240.36977447287,16384.0,0.0,,,pca,16,20,101
24,0.0,0.009679374998086132,0.0,103312.45562835682,16384.0,0.0,,,pca,16,20,101
25,0.0,0.006765375001123175,0.0,147811.4664499724,16384.0,0.0,0.7985295912495398,,pca,16,20,101
26,0.0,0.004460208001546562,0.0,224204.79037149242,16384.0,0.0,,,pca,16,20,101
27,0.0,0.007738041997072287,0.0,129231.65839347386,16384.0,0.0,,,pca,16,20,101
28,0.0,0.009952917000191519,0.0,100473.05729373182,16384.0,0.0,,,pca,16,20,101
29,0.0,0.0082044999981008,0.0,121884.33179736519,16384.0,0.0,,,pca,16,20,101
30,0.0,0.010006582997448277,0.0,99934.21333286342,16384.0,0.0,0.7984892149236237,,pca,16,20,101
31,0.0,0.010161125002923654,0.0,98414.29956941487,16384.0,0.0,,,pca,16,20,101
32,0.0,0.0091971250003553,0.0,108729.63017914494,16384.0,0.0,,,pca,16,20,101
33,0.0,0.007986832999449689,0.0,125206.073554925,16384.0,0.0,,,pca,16,20,101
34,0.0,0.008999499998026295,0.0,111117.2843179413,16384.0,0.0,,,pca,16,20,101
35,0.0,0.009209457999531878,0.0,108584.02308266464,16384.0,0.0,0.7985088073295151,,pca,16,20,101
36,0.0,0.009366292000777321,0.0,106765.83646089709,16384.0,0.0,,,pca,16,20,101
37,0.0,0.009123249998083338,0.0,109610.06222673778,16384.0,0.0,,,pca,16,20,101
38,0.0,0.009090250001463573,0.0,110007.97556051762,16384.0,0.0,,,pca,16,20,101
39,0.0,0.0075845419996767305,0.0,131847.1174716446,16384.0,0.0,,,pca,16,20,101
40,0.0,0.008077334001427516,0.0,123803.22515117846,16384.0,0.0,0.7985119664343108,,pca,16,20,101
41,0.0,0.008548707999580074,0.0,116976.74081850983,16384.0,0.0,,,pca,16,20,101
42,0.0,0.009362832999613602,0.0,106805.27998750692,16384.0,0.0,,,pca,16,20,101
43,0.0,0.008105249999061925,0.0,123376.823677954,16384.0,0.0,,,pca,16,20,101
44,0.0,0.008216083002480445,0.0,121712.49970309438,16384.0,0.0,,,pca,16,20,101
45,0.0,0.00862020900240168,0.0,116006.46802431236,16384.0,0.0,0.798542098432485,,pca,16,20,101
46,0.0,0.00866804099860019,0.0,115366.32096704328,16384.0,0.0,,,pca,16,20,101
47,0.0,0.008599959001003299,0.0,116279.62411022387,16384.0,0.0,,,pca,16,20,101
48,0.0,0.007573541999590816,0.0,132038.61549246416,16384.0,0.0,,,pca,16,20,101
49,0.0,0.008552209001209121,0.0,116928.85427129047,16384.0,0.0,,,pca,16,20,101
50,0.0,0.009037625000928529,0.0,110648.53873636709,16384.0,0.0,0.7985749108995369,,pca,16,20,101
51,0.0,0.007929667001008056,0.0,126108.7003871506,16384.0,0.0,,,pca,16,20,101
52,0.0,0.008083875000011176,0.0,123703.05082631999,16384.0,0.0,,,pca,16,20,101
53,0.0,0.00944066700321855,0.0,105924.71905418081,16384.0,0.0,,,pca,16,20,101
54,0.0,0.007496541998989414,0.0,133394.83726427556,16384.0,0.0,,,pca,16,20,101
55,0.0,0.010419833000923973,0.0,95970.82793086277,16384.0,0.0,0.7986058665989709,,pca,16,20,101
56,0.0,0.012417875001119683,0.0,80529.07602225285,16384.0,0.0,,,pca,16,20,101
57,0.0,0.007166290997702163,0.0,139542.1983730001,16384.0,0.0,,,pca,16,20,101
58,0.0,0.007243750002089655,0.0,138050.04310081422,16384.0,0.0,,,pca,16,20,101
59,0.0,0.007040625001536682,0.0,142032.84506442831,16384.0,0.0,,,pca,16,20,101
60,0.0,0.01021187500009546,0.0,97925.20962023643,16384.0,0.0,0.7986019720413366,,pca,16,20,101
61,0.0,0.006682832998194499,0.0,149637.1374640321,16384.0,0.0,,,pca,16,20,101
62,0.0,0.0067134580021956936,0.0,148954.53277177596,16384.0,0.0,,,pca,16,20,101
63,0.0,0.009190749999106629,0.0,108805.04856482912,16384.0,0.0,,,pca,16,20,101
64,0.0,0.00941916699957801,0.0,106166.50071548803,16384.0,0.0,,,pca,16,20,101
65,0.0,0.009321417001046939,0.0,107279.82664949809,16384.0,0.0,0.7986000536132984,,pca,16,20,101
66,0.0,0.008691833998454968,0.0,115050.51755219403,16384.0,0.0,,,pca,16,20,101
67,0.0,0.008525958000973333,0.0,117288.87239250286,16384.0,0.0,,,pca,16,20,101
68,0.0,0.012564125001517823,0.0,79591.69459705263,16384.0,0.0,,,pca,16,20,101
69,0.0,0.005711957997846184,0.0,175071.31536630195,16384.0,0.0,,,pca,16,20,101
70,0.0,0.009703291998448549,0.0,103057.80761414675,16384.0,0.0,0.7986125581565845,,pca,16,20,101
71,0.0,0.010641541000950383,0.0,93971.3524489255,16384.0,0.0,,,pca,16,20,101
72,0.0,0.011508333001984283,0.0,86893.55789648932,16384.0,0.0,,,pca,16,20,101
73,0.0,0.005880165997950826,0.0,170063.22616546694,16384.0,0.0,,,pca,16,20,101
74,0.0,0.00820904200008954,0.0,121816.89410153982,16384.0,0.0,,,pca,16,20,101
75,0.0,0.012759916000504745,0.0,78370.42187115048,16384.0,0.0,0.7986163507854335,,pca,16,20,101
76,0.0,0.004535542000667192,0.0,220480.81571130792,16384.0,0.0,,,pca,16,20,101
77,0.0,0.01044391699906555,0.0,95749.51621019903,16384.0,0.0,,,pca,16,20,101
78,0.0,0.007452959001966519,0.0,134174.89613670792,16384.0,0.0,,,pca,16,20,101
79,0.0,0.008095624998532003,0.0,123523.5080900279,16384.0,0.0,,,pca,16,20,101
80,0.0,0.00839112500034389,0.0,119173.53155375678,16384.0,0.0,0.7986112834832954,,pca,16,20,101
81,0.0,0.007780625001032604,0.0,128524.3794511733,16384.0,0.0,,,pca,16,20,101
82,0.0,0.009442292001040187,0.0,105906.48964148085,16384.0,0.0,,,pca,16,20,101
83,0.0,0.009916333001456223,0.0,100843.72921453415,16384.0,0.0,,,pca,16,20,101
84,0.0,0.009873457998764934,0.0,101281.63811757638,16384.0,0.0,,,pca,16,20,101
85,0.0,0.009598541000741534,0.0,104182.50022818522,16384.0,0.0,0.7986320896245198,,pca,16,20,101
86,0.0,0.00856233299782616,0.0,116790.59904045824,16384.0,0.0,,,pca,16,20,101
87,0.0,0.009975707998819416,0.0,100243.51155009207,16384.0,0.0,,,pca,16,20,101
88,0.0,0.008067915998253739,0.0,123947.74564044112,16384.0,0.0,,,pca,16,20,101
89,0.0,0.010887582997384015,0.0,91847.74988537606,16384.0,0.0,,,pca,16,20,101
90,0.0,0.010299000001396053,0.0,97096.80550193686,16384.0,0.0,0.7986322470552474,,pca,16,20,101
91,0.0,0.009587208001903491,0.0,104305.65392984643,16384.0,0.0,,,pca,16,20,101
92,0.0,0.004713165999419289,0.0,212171.60611852212,16384.0,0.0,,,pca,16,20,101
93,0.0,0.004327041999204084,0.0,231104.75936770198,16384.0,0.0,,,pca,16,20,101
94,0.0,0.005251375001535052,0.0,190426.3168613336,16384.0,0.0,,,pca,16,20,101
95,0.0,0.007641250002052402,0.0,130868.64056684508,16384.0,0.0,0.7986475079427372,,pca,16,20,101
96,0.0,0.004606375001458218,0.0,217090.44523805263,16384.0,0.0,,,pca,16,20,101
97,0.0,0.008500083000399172,0.0,117645.91004029478,16384.0,0.0,,,pca,16,20,101
98,0.0,0.010458624998136656,0.0,95614.8633475398,16384.0,0.0,,,pca,16,20,101
99,0.0,0.010763999998744112,0.0,92902.26682614966,16384.0,0.0,,,pca,16,20,101
100,0.0,0.00833954200061271,0.0,119910.66175175202,16384.0,0.0,0.7986447398305373,,pca,16,20,101
1,0.0,0.0054252080008154735,0.0,184324.73001029418,0.0,0.0,,,pca,16,20,202
2,0.0,0.009104499997192761,0.0,109835.79551961506,0.0,0.0,,,pca,16,20,202
3,0.0,0.008989499998278916,0.0,111240.89217325268,0.0,0.0,,,pca,16,20,202
4,0.0,0.008880500001396285,0.0,112606.27215165469,0.0,0.0,,,pca,16,20,202
5,0.0,0.00905429200065555,0.0,110444.85862921119,0.0,0.0,0.8037303326963628,,pca,16,20,202
6,0.0,0.009135625001363223,0.0,109461.58580839071,0.0,0.0,,,pca,16,20,202
7,0.0,0.009357458002341446,0.0,106866.6297780634,0.0,0.0,,,pca,16,20,202
8,0.0,0.005643291999149369,0.0,177201.5341667121,0.0,0.0,,,pca,16,20,202
9,0.0,0.009325708000687882,0.0,107230.4644243888,0.0,0.0,,,pca,16,20,202
10,0.0,0.008925874997657957,0.0,112033.83424733016,0.0,0.0,0.8038201793303285,,pca,16,20,202
11,0.0,0.01080020900189993,0.0,92590.80077284467,0.0,0.0,,,pca,16,20,202
12,0.0,0.006573124999704305,0.0,152134.6391624966,0.0,0.0,,,pca,16,20,202
13,0.0,0.004522707997239195,0.0,221106.46997560575,0.0,0.0,,,pca,16,20,202
14,0.0,0.005816500000946689,0.0,171924.69695473922,16384.0,0.0,,,pca,16,20,202
15,0.0,0.012724624997645151,0.0,78587.77765042683,16384.0,0.0,0.8038295132388705,,pca,16,20,202
16,0.0,0.01110362499821349,0.0,90060.67839655015,16384.0,0.0,,,pca,16,20,202
17,0.0,0.004610791998857167,0.0,216882.47924605155,16384.0,0.0,,,pca,16,20,202
18,0.0,0.010423124997032573,0.0,95940.51690684861,16384.0,0.0,,,pca,16,20,202
19,0.0,0.008072625001659617,0.0,123875.44321635332,16384.0,0.0,,,pca,16,20,202
20,0.0,0.007003041999269044,0.0,142795.08820657892,16384.0,0.0,0.8037485032436138,,pca,16,20,202
21,0.0,0.009669916998973349,0.0,103413.50397383654,16384.0,0.0,,,pca,16,20,202
22,0.0,0.010025625000707805,0.0,99744.40495524224,16384.0,0.0,,,pca,16,20,202
23,0.0,0.01073795800039079,0.0,93127.5760217731,16384.0,0.0,,,pca,16,20,202
24,0.0,0.009969292001187569,0.0,100308.02587394143,16384.0,0.0,,,pca,16,20,202
25,0.0,0.008255500000814209,0.0,121131.3669555295,16384.0,0.0,0.8038773379063799,,pca,16,20,202
26,0.0,0.010150792000786169,0.0,98514.48043882202,16384.0,0.0,,,pca,16,20,202
27,0.0,0.00886841600004118,0.0,112759.70815931015,16384.0,0.0,,,pca,16,20,202
28,0.0,0.010362249999161577,0.0,96504.13762270851,16384.0,0.0,,,pca,16,20,202
29,0.0,0.013587959001597483,0.0,73594.57000734503,16384.0,0.0,,,pca,16,20,202
30,0.0,0.01007745800234261,0.0,99231.37360309908,16384.0,0.0,0.8037385568082018,,pca,16,20,202
31,0.0,0.01319941700057825,0.0,75760.92186163913,16384.0,0.0,,,pca,16,20,202
32,0.0,0.010090957999636885,0.0,99098.6187868371,16384.0,0.0,,,pca,16,20,202
33,0.0,0.010875083000428276,0.0,91953.32118022627,16384.0,0.0,,,pca,16,20,202
34,0.0,0.009395417000632733,0.0,106434.87137746575,16384.0,0.0,,,pca,16,20,202
35,0.0,0.009412332998181228,0.0,106243.58490007024,16384.0,0.0,0.8038275675749584,,pca,16,20,202
36,0.0,0.013280749997647945,0.0,75296.95236918869,16384.0,0.0,,,pca,16,20,202
37,0.0,0.009085083001991734,0.0,110070.54088342052,16384.0,0.0,,,pca,16,20,202
38,0.0,0.01128920900009689,0.0,88580.16535892086,16384.0,0.0,,,pca,16,20,202
39,0.0,0.009423416002391605,0.0,106118.63041451277,16384.0,0.0,,,pca,16,20,202
40,0.0,0.008820125000056578,0.0,113377.07798853025,16384.0,0.0,0.8037834175016095,,pca,16,20,202
41,0.0,0.016941417001362424,0.0,59026.93971345964,16384.0,0.0,,,pca,16,20,202
42,0.0,0.010434250001708278,0.0,95838.22506038111,16384.0,0.0,,,pca,16,20,202
43,0.0,0.00962154099761392,0.0,103933.4551760465,16384.0,0.0,,,pca,16,20,202
44,0.0,0.010318707998521859,0.0,96911.3575210432,16384.0,0.0,,,pca,16,20,202
45,0.0,0.009593749997293344,0.0,104234.5277167038,16384.0,0.0,0.8037944810257047,,pca,16,20,202
46,0.0,0.004855915998632554,0.0,205934.369598157,16384.0,0.0,,,pca,16,20,202
47,0.0,0.010057415998744546,0.0,99429.11778978107,16384.0,0.0,,,pca,16,20,202
48,0.0,0.006633916997088818,0.0,150740.50526089384,16384.0,0.0,,,pca,16,20,202
49,0.0,0.010374249999586027,0.0,96392.51030579598,16384.0,0.0,,,pca,16,20,202
50,0.0,0.009464000002481043,0.0,105663.56717432842,16384.0,0.0,0.8037722439704391,,pca,16,20,202
51,0.0,0.01260112499949173,0.0,79357.9938331169,16384.0,0.0,,,pca,16,20,202
52,0.0,0.009650333999161376,0.0,103623.35646485408,16384.0,0.0,,,pca,16,20,202
53,0.0,0.004503542000747984,0.0,222047.44617323697,16384.0,0.0,,,pca,16,20,202
54,0.0,0.011147084002004704,0.0,89709.55990106103,16384.0,0.0,,,pca,16,20,202
55,0.0,0.007026582999969833,0.0,142316.68508068478,16384.0,0.0,0.8037965017902482,,pca,16,20,202
56,0.0,0.013752457998634782,0.0,72714.27406644476,16384.0,0.0,,,pca,16,20,202
57,0.0,0.019816249998257263,0.0,50463.6346477232,16384.0,0.0,,,pca,16,20,202
58,0.0,0.009375458001159132,0.0,106661.45588582076,16384.0,0.0,,,pca,16,20,202
59,0.0,0.009610500001144828,0.0,104052.85883990192,16384.0,0.0,,,pca,16,20,202
60,0.0,0.009230874999047955,0.0,108332.09203928523,16384.0,0.0,0.8038205221240431,,pca,16,20,202
61,0.0,0.009158209002634976,0.0,109191.65523655145,16384.0,0.0,,,pca,16,20,202
62,0.0,0.0076420000004873145,0.0,130855.79690345879,16384.0,0.0,,,pca,16,20,202
63,0.0,0.006519750000734348,0.0,153380.11425090925,16384.0,0.0,,,pca,16,20,202
64,0.0,0.009615499999199528,0.0,103998.75202363351,16384.0,0.0,,,pca,16,20,202
65,0.0,0.006274999999732245,0.0,159362.54980759684,16384.0,0.0,0.8037897113989493,,pca,16,20,202
66,0.0,0.007934207998914644,0.0,126036.5243937132,16384.0,0.0,,,pca,16,20,202
67,0.0,0.017544999998790445,0.0,56996.29524473868,16384.0,0.0,,,pca,16,20,202
68,0.0,0.006979333000344923,0.0,143280.1673097672,16384.0,0.0,,,pca,16,20,202
69,0.0,0.008171290999598568,0.0,122379.68272689433,16384.0,0.0,,,pca,16,20,202
70,0.0,0.007911249998869607,0.0,126402.27525901522,16384.0,0.0,0.803825927704348,,pca,16,20,202
71,0.0,0.008305667000968242,0.0,120399.72224788496,16384.0,0.0,,,pca,16,20,202
72,0.0,0.010011624999606283,0.0,99883.88498763448,16384.0,0.0,,,pca,16,20,202
73,0.0,0.010603333001199644,0.0,94309.96837379922,16384.0,0.0,,,pca,16,20,202
74,0.0,0.006485833000624552,0.0,154182.19986603188,16384.0,0.0,,,pca,16,20,202
75,0.0,0.004465792000701185,0.0,223924.44606533117,16384.0,0.0,0.8038127885060352,,pca,16,20,202
76,0.0,0.00916029099971638,0.0,109166.83760711989,16384.0,0.0,,,pca,16,20,202
77,0.0,0.0087223329974222,0.0,114648.22545705836,16384.0,0.0,,,pca,16,20,202
78,0.0,0.008729375000257278,0.0,114555.73852315055,16384.0,0.0,,,pca,16,20,202
