batch,t_data,t_ipca,t_kll,throughput_sps,ipca_mem_delta,kll_mem_delta,pca_mse,kll_median_err,mode,kll_k,n_components,seed
33,0.0,0.0,0.0017430840016459115,573695.8167568215,0.0,32768.0,,0.07265204191207886,kll,8,50,101
34,0.0,0.0,0.0018272090019308962,547282.7678405994,0.0,32768.0,,0.0752968117594719,kll,8,50,101
35,0.0,0.0,0.0017565419984748587,569300.3645049555,0.0,32768.0,,0.07232706248760223,kll,8,50,101
36,0.0,0.0,0.0016281249991152436,614203.4552282045,0.0,32768.0,,0.07110609859228134,kll,8,50,101
37,0.0,0.0,0.001762209001753945,567469.5788097153,0.0,32768.0,,0.06988513469696045,kll,8,50,101
38,0.0,0.0,0.0018099580011039507,552499.0079272935,0.0,32768.0,,0.0781475380063057,kll,8,50,101
39,0.0,0.0,0.0016978329986159224,588986.078616214,0.0,32768.0,,0.0732060968875885,kll,8,50,101
40,0.0,0.0,0.0016827500003273599,594265.3393584676,0.0,32768.0,,0.07240259647369385,kll,8,50,101
41,0.0,0.0,0.001782457999070175,561023.0370205936,0.0,32768.0,,0.07188545912504196,kll,8,50,101
42,0.0,0.0,0.0019417920011619572,514988.21676142747,0.0,32768.0,,0.06906169652938843,kll,8,50,101
43,0.0,0.0,0.0017852499986474868,560145.6382902139,0.0,32768.0,,0.06617020815610886,kll,8,50,101
44,0.0,0.0,0.0016573329994571395,603379.0435160288,0.0,32768.0,,0.06674656271934509,kll,8,50,101
45,0.0,0.0,0.001643167001020629,608580.8681520896,0.0,32768.0,,0.0606955923140049,kll,8,50,101
46,0.0,0.0,0.001728499999444466,578536.3033389624,0.0,32768.0,,0.05864805355668068,kll,8,50,101
47,0.0,0.0,0.0017092919988499489,585037.5481034388,0.0,32768.0,,0.06764838844537735,kll,8,50,101
48,0.0,0.0,0.0016776250013208482,596080.7684748783,0.0,32768.0,,0.0650273859500885,kll,8,50,101
49,0.0,0.0,0.0016231669978878926,616079.5539221942,0.0,32768.0,,0.06997285783290863,kll,8,50,101
50,0.0,0.0,0.0016365840019716416,611028.8251597658,0.0,32768.0,,0.07367703318595886,kll,8,50,101
51,0.0,0.0,0.0017250840028282255,579681.9159881657,0.0,32768.0,,0.06385339051485062,kll,8,50,101
52,0.0,0.0,0.0016964579990599304,589463.4588973831,0.0,32768.0,,0.059946198016405106,kll,8,50,101
53,0.0,0.0,0.0016820419987197965,594515.4762848376,0.0,32768.0,,0.05849914625287056,kll,8,50,101
54,0.0,0.0,0.0019467909987724852,513665.8226951596,0.0,32768.0,,0.06544686108827591,kll,8,50,101
55,0.0,0.0,0.0018693330021051224,534950.166114793,0.0,32768.0,,0.06100672855973244,kll,8,50,101
56,0.0,0.0,0.001796833999833325,556534.4378461007,0.0,32768.0,,0.06768375635147095,kll,8,50,101
57,0.0,0.0,0.0018049589998554438,554029.2051398887,0.0,32768.0,,0.06286441534757614,kll,8,50,101
58,0.0,0.0,0.0017202919989358634,581296.6639492476,0.0,32768.0,,0.07176380604505539,kll,8,50,101
59,0.0,0.0,0.0018247920015710406,548007.6628673612,0.0,32768.0,,0.0643010064959526,kll,8,50,101
60,0.0,0.0,0.0017871670024760533,559544.7983397954,0.0,32768.0,,0.06400734186172485,kll,8,50,101
61,0.0,0.0,0.0021627079986501485,462383.2716317454,0.0,32768.0,,0.07805154472589493,kll,8,50,101
62,0.0,0.0,0.0017152079999505077,583019.6687683681,0.0,32768.0,,0.064229816198349,kll,8,50,101
63,0.0,0.0,0.0018169579998357221,550370.4544025859,0.0,32768.0,,0.06039372831583023,kll,8,50,101
64,0.0,0.0,0.0017548750001878943,569841.1567165354,0.0,32768.0,,0.05506710708141327,kll,8,50,101
65,0.0,0.0,0.0016237919990089722,615842.4235433583,0.0,32768.0,,0.06294586509466171,kll,8,50,101
66,0.0,0.0,0.0017497919980087318,571496.4985198256,0.0,32768.0,,0.05745765194296837,kll,8,50,101
67,0.0,0.0,0.0017537919993628748,570193.0447643074,0.0,32768.0,,0.055936917662620544,kll,8,50,101
68,0.0,0.0,0.001598667000507703,625521.1370988586,0.0,32768.0,,0.0615270659327507,kll,8,50,101
69,0.0,0.0,0.0016861660005815793,593061.4184220816,0.0,32768.0,,0.053583547472953796,kll,8,50,101
70,0.0,0.0,0.0016152909993252251,619083.4966688615,0.0,32768.0,,0.06745889782905579,kll,8,50,101
71,0.0,0.0,0.001670542002102593,598608.1156543031,0.0,49152.0,,0.06546042114496231,kll,8,50,101
72,0.0,0.0,0.0016689169970049988,599190.973424429,0.0,49152.0,,0.06603699922561646,kll,8,50,101
73,0.0,0.0,0.0016630409991194028,601308.0859278336,0.0,49152.0,,0.06368058174848557,kll,8,50,101
74,0.0,0.0,0.0018336659995839,545355.5883279302,0.0,49152.0,,0.06427712738513947,kll,8,50,101
75,0.0,0.0,0.0017769160003808793,562772.8039961661,0.0,49152.0,,0.06269044429063797,kll,8,50,101
76,0.0,0.0,0.0016937500004132744,590405.9039149818,0.0,49152.0,,0.060496632009744644,kll,8,50,101
77,0.0,0.0,0.0018748339971352834,533380.5561068255,0.0,49152.0,,0.06361248344182968,kll,8,50,101
78,0.0,0.0,0.0017671670029812958,565877.4741226787,0.0,49152.0,,0.06149057298898697,kll,8,50,101
79,0.0,0.0,0.0017777499997464474,562508.7892800594,0.0,49152.0,,0.06381597369909286,kll,8,50,101
80,0.0,0.0,0.0017098749995057005,584838.0731276176,0.0,49152.0,,0.05818301811814308,kll,8,50,101
81,0.0,0.0,0.001761250001436565,567778.5658960108,0.0,49152.0,,0.057682257145643234,kll,8,50,101
82,0.0,0.0,0.0017279999992751982,578703.7039464384,0.0,49152.0,,0.05732519179582596,kll,8,50,101
83,0.0,0.0,0.0016954169987002388,589825.3944407967,0.0,49152.0,,0.056004028767347336,kll,8,50,101
84,0.0,0.0,0.0019490419981593732,513072.57665272226,0.0,49152.0,,0.05740465223789215,kll,8,50,101
85,0.0,0.0,0.001674584000284085,597163.2356635169,0.0,49152.0,,0.054919566959142685,kll,8,50,101
86,0.0,0.0,0.001598791997821536,625472.2323870577,0.0,49152.0,,0.057422176003456116,kll,8,50,101
87,0.0,0.0,0.0016492920003656764,606320.7726577724,0.0,49152.0,,0.06252444535493851,kll,8,50,101
88,0.0,0.0,0.0017494169987912755,571619.0026111155,0.0,49152.0,,0.05898076668381691,kll,8,50,101
89,0.0,0.0,0.0017465829987486359,572546.5097945327,0.0,49152.0,,0.059028882533311844,kll,8,50,101
90,0.0,0.0,0.001697165997029515,589217.555472041,0.0,49152.0,,0.05687665566802025,kll,8,50,101
91,0.0,0.0,0.0018323330004932359,545752.3276232079,0.0,49152.0,,0.07154920697212219,kll,8,50,101
92,0.0,0.0,0.001725457997963531,579556.2692225765,0.0,49152.0,,0.06810522079467773,kll,8,50,101
93,0.0,0.0,0.0016766660010034684,596421.7079618181,0.0,49152.0,,0.06441224366426468,kll,8,50,101
94,0.0,0.0,0.0015949160006130114,626992.2676903652,0.0,49152.0,,0.07065383344888687,kll,8,50,101
95,0.0,0.0,0.0016296659996442031,613622.6688280451,0.0,49152.0,,0.06841965019702911,kll,8,50,101
96,0.0,0.0,0.0016897499990591314,591803.521560473,0.0,49152.0,,0.06608643382787704,kll,8,50,101
97,0.0,0.0,0.0016587909994996153,602848.7014347536,0.0,49152.0,,0.0651877224445343,kll,8,50,101
98,0.0,0.0,0.001720000000204891,581395.348767952,0.0,49152.0,,0.06838857382535934,kll,8,50,101
99,0.0,0.0,0.0017803749979066197,561679.4221306234,0.0,49152.0,,0.06597679853439331,kll,8,50,101
100,0.0,0.0,0.0017757500027073547,563142.3333663939,0.0,49152.0,,0.07194744795560837,kll,8,50,101
1,0.0,0.0,0.001847624997026287,541235.3706025187,0.0,0.0,,0.07711198925971985,kll,8,50,202
2,0.0,0.0,0.0020094589999644086,497646.38144779863,0.0,0.0,,0.0712675154209137,kll,8,50,202
3,0.0,0.0,0.0018310830018890556,546124.8883684353,0.0,0.0,,0.06433352828025818,kll,8,50,202
4,0.0,0.0,0.0018512499991629738,540175.5573002788,0.0,0.0,,0.06422478705644608,kll,8,50,202
5,0.0,0.0,0.0018140419997507706,551255.1529332778,0.0,0.0,,0.06479492783546448,kll,8,50,202
6,0.0,0.0,0.0017897500001708977,558737.2537530455,0.0,0.0,,0.08382262289524078,kll,8,50,202
7,0.0,0.0,0.00184895799975493,540845.1679987025,0.0,0.0,,0.07667455822229385,kll,8,50,202
8,0.0,0.0,0.0019870420001097955,503260.6255654104,0.0,0.0,,0.07206295430660248,kll,8,50,202
9,0.0,0.0,0.0018258749987580813,547682.618295435,0.0,0.0,,0.07975960522890091,kll,8,50,202
10,0.0,0.0,0.0017548329997225665,569854.795389702,0.0,0.0,,0.06671538949012756,kll,8,50,202
11,0.0,0.0,0.0017220830013684463,580692.1032292602,0.0,0.0,,0.06364044547080994,kll,8,50,202
12,0.0,0.0,0.001881208001577761,531573.3290318266,0.0,0.0,,0.06504259258508682,kll,8,50,202
13,0.0,0.0,0.001851541001087753,540090.6593008282,0.0,0.0,,0.08848561346530914,kll,8,50,202
14,0.0,0.0,0.0018259579992445651,547657.7229124217,0.0,0.0,,0.09693340212106705,kll,8,50,202
15,0.0,0.0,0.0018020829993474763,554913.3976415594,0.0,0.0,,0.08513356000185013,kll,8,50,202
16,0.0,0.0,0.0017969159998756368,556509.0410843964,0.0,0.0,,0.08310504257678986,kll,8,50,202
17,0.0,0.0,0.001675041999988025,596999.9558262712,0.0,0.0,,0.08385242521762848,kll,8,50,202
18,0.0,0.0,0.0017637499986449257,566973.7778983936,0.0,0.0,,0.07575873285531998,kll,8,50,202
19,0.0,0.0,0.001737957998557249,575387.8982289224,0.0,0.0,,0.07598982751369476,kll,8,50,202
20,0.0,0.0,0.0017381659999955446,575319.0431768676,0.0,0.0,,0.07979917526245117,kll,8,50,202
21,0.0,0.0,0.0016967080009635538,589376.6042431013,0.0,0.0,,0.06577649712562561,kll,8,50,202
22,0.0,0.0,0.0017991659988183528,555813.0826487244,0.0,0.0,,0.06269825249910355,kll,8,50,202
23,0.0,0.0,0.0017735839974193368,563830.0759676765,0.0,0.0,,0.06349121779203415,kll,8,50,202
24,0.0,0.0,0.0016860830000950955,593090.6129434907,0.0,0.0,,0.06286028027534485,kll,8,50,202
25,0.0,0.0,0.001642790997721022,608720.1606213206,0.0,0.0,,0.06619685143232346,kll,8,50,202
26,0.0,0.0,0.0015958749972924124,626615.4941311922,0.0,0.0,,0.07271882891654968,kll,8,50,202
27,0.0,0.0,0.0016452919990115333,607794.847723556,0.0,0.0,,0.07369186729192734,kll,8,50,202
28,0.0,0.0,0.0015837499995541293,631412.7862866793,0.0,0.0,,0.07074262946844101,kll,8,50,202
29,0.0,0.0,0.0018117500003427267,551952.5319778287,0.0,0.0,,0.09724963456392288,kll,8,50,202
30,0.0,0.0,0.001780165999662131,561745.3654264807,0.0,0.0,,0.09007342159748077,kll,8,50,202
31,0.0,0.0,0.0017643339997448493,566786.1074743308,0.0,0.0,,0.08885176479816437,kll,8,50,202
32,0.0,0.0,0.0017233329999726266,580270.9052840536,0.0,0.0,,0.09333061426877975,kll,8,50,202
33,0.0,0.0,0.0016915839987632353,591161.8936636479,0.0,0.0,,0.08676083385944366,kll,8,50,202
34,0.0,0.0,0.001857457998994505,538370.181474536,0.0,0.0,,0.08863428980112076,kll,8,50,202
35,0.0,0.0,0.0016061659989645705,622600.6531358896,0.0,0.0,,0.07727595418691635,kll,8,50,202
36,0.0,0.0,0.0016814580012578517,594721.9610908675,0.0,0.0,,0.07979904860258102,kll,8,50,202
37,0.0,0.0,0.0016672500023560133,599790.0726267126,0.0,0.0,,0.07876218110322952,kll,8,50,202
38,0.0,0.0,0.0018171250012528617,550319.8730469975,0.0,0.0,,0.07443191111087799,kll,8,50,202
39,0.0,0.0,0.001752250002027722,570694.8202840859,0.0,0.0,,0.07792969793081284,kll,8,50,202
40,0.0,0.0,0.0016815420021885075,594692.251932162,0.0,0.0,,0.07925857603549957,kll,8,50,202
41,0.0,0.0,0.0017888750007841736,559010.5510791077,0.0,0.0,,0.07768925279378891,kll,8,50,202
42,0.0,0.0,0.0017584579982212745,568680.0600364215,0.0,0.0,,0.07818802446126938,kll,8,50,202
43,0.0,0.0,0.0016874590000952594,592606.9907141735,0.0,0.0,,0.06970968842506409,kll,8,50,202
44,0.0,0.0,0.0016639170025882777,600991.5148679094,0.0,0.0,,0.07236930727958679,kll,8,50,202
45,0.0,0.0,0.0017029159971571062,587228.0263203981,0.0,0.0,,0.08053184300661087,kll,8,50,202
46,0.0,0.0,0.0016865420002432074,592929.2006103585,0.0,0.0,,0.06624295562505722,kll,8,50,202
47,0.0,0.0,0.0016742500010877848,597282.3648501033,0.0,0.0,,0.0777568593621254,kll,8,50,202
48,0.0,0.0,0.0016185410022444557,617840.3874929857,0.0,0.0,,0.07902035117149353,kll,8,50,202
49,0.0,0.0,0.0016245410006376915,615558.4867402322,0.0,0.0,,0.07444315403699875,kll,8,50,202
50,0.0,0.0,0.0015898750025371555,628980.2647404225,0.0,0.0,,0.0800895094871521,kll,8,50,202
51,0.0,0.0,0.0017279160019825213,578731.8358373045,0.0,0.0,,0.07828973978757858,kll,8,50,202
52,0.0,0.0,0.0016005420002329629,624788.3528545002,0.0,0.0,,0.07126728445291519,kll,8,50,202
53,0.0,0.0,0.0016688750001776498,599206.0519173403,0.0,0.0,,0.06735210120677948,kll,8,50,202
54,0.0,0.0,0.001788249999663094,559205.9276881866,0.0,0.0,,0.06554895639419556,kll,8,50,202
55,0.0,0.0,0.0018222500002593733,548772.1222980728,0.0,0.0,,0.07076764106750488,kll,8,50,202
56,0.0,0.0,0.0018229589986731298,548558.6898706259,0.0,0.0,,0.06839674711227417,kll,8,50,202
57,0.0,0.0,0.001776083001459483,563036.7495090361,0.0,0.0,,0.07060312479734421,kll,8,50,202
58,0.0,0.0,0.0017688330008240882,565344.495231662,0.0,0.0,,0.06691671162843704,kll,8,50,202
59,0.0,0.0,0.001827291001973208,547258.2084189906,0.0,0.0,,0.07006510347127914,kll,8,50,202
60,0.0,0.0,0.0017730420004227199,564002.43184402,0.0,0.0,,0.06766160577535629,kll,8,50,202
61,0.0,0.0,0.001751915999193443,570803.6232675457,0.0,0.0,,0.07474961876869202,kll,8,50,202
62,0.0,0.0,0.0017094589966291096,584980.3955356079,0.0,0.0,,0.06887467205524445,kll,8,50,202
63,0.0,0.0,0.0017965419974643737,556624.8946094179,0.0,0.0,,0.06486639380455017,kll,8,50,202
64,0.0,0.0,0.0018042080009763595,554259.8189670166,0.0,0.0,,0.06957052648067474,kll,8,50,202
65,0.0,0.0,0.0017395419999957085,574863.9584456524,0.0,0.0,,0.06430526822805405,kll,8,50,202
66,0.0,0.0,0.001775749999069376,563142.3345201035,0.0,0.0,,0.0688876137137413,kll,8,50,202
67,0.0,0.0,0.0018131670003640465,551521.1780267458,0.0,0.0,,0.06115305423736572,kll,8,50,202
68,0.0,0.0,0.001743790999171324,573463.2192018512,0.0,0.0,,0.06392771005630493,kll,8,50,202
69,0.0,0.0,0.0017298329985351302,578090.4866809844,0.0,0.0,,0.06364555656909943,kll,8,50,202
70,0.0,0.0,0.0016976250008156057,589058.2428507832,0.0,0.0,,0.07120125740766525,kll,8,50,202
71,0.0,0.0,0.0017251249992114026,579668.1402548365,0.0,0.0,,0.07116195559501648,kll,8,50,202
72,0.0,0.0,0.0017265829992538784,579178.6438486524,0.0,0.0,,0.06253562122583389,kll,8,50,202
73,0.0,0.0,0.0016571250016568229,603454.7780041833,0.0,0.0,,0.06607652455568314,kll,8,50,202
74,0.0,0.0,0.001813915998354787,551293.4451799284,0.0,0.0,,0.08236608654260635,kll,8,50,202
75,0.0,0.0,0.0016919580011744983,591031.2190408006,0.0,0.0,,0.07592544704675674,kll,8,50,202
76,0.0,0.0,0.001693999998678919,590318.7725973193,0.0,0.0,,0.07492588460445404,kll,8,50,202
77,0.0,0.0,0.0017314169999735896,577561.6157258786,0.0,0.0,,0.08358117192983627,kll,8,50,202
78,0.0,0.0,0.005442707999463892,183732.06868685593,0.0,0.0,,0.07801678031682968,kll,8,50,202
79,0.0,0.0,0.0018762500003504101,532978.0145573559,0.0,0.0,,0.07208140939474106,kll,8,50,202
80,0.0,0.0,0.0018801670012180693,531867.6475824479,0.0,0.0,,0.07107231765985489,kll,8,50,202
81,0.0,0.0,0.0018839579970517661,530797.3965263105,0.0,0.0,,0.06841317564249039,kll,8,50,202
82,0.0,0.0,0.0017419159994460642,574080.4954532846,0.0,0.0,,0.06447026878595352,kll,8,50,202
83,0.0,0.0,0.0017167500009236392,582495.9950266398,0.0,0.0,,0.06214602291584015,kll,8,50,202
84,0.0,0.0,0.0018180000006395858,550055.0053070367,0.0,0.0,,0.0605008490383625,kll,8,50,202
85,0.0,0.0,0.00167245799821103,597922.340094439,0.0,0.0,,0.07268618047237396,kll,8,50,202
86,0.0,0.0,0.002036249999946449,491098.83365318546,0.0,0.0,,0.06950744241476059,kll,8,50,202
87,0.0,0.0,0.001825125000323169,547907.6774593155,0.0,0.0,,0.06566086411476135,kll,8,50,202
88,0.0,0.0,0.0018989999989571515,526592.9439437371,0.0,0.0,,0.06311103701591492,kll,8,50,202
89,0.0,0.0,0.0016991669981507584,588523.6713568015,0.0,0.0,,0.0686606764793396,kll,8,50,202
90,0.0,0.0,0.0016218340024352074,616585.9135389229,0.0,0.0,,0.0635765939950943,kll,8,50,202
91,0.0,0.0,0.001724917001411086,579738.0390951795,0.0,0.0,,0.08288039267063141,kll,8,50,202
92,0.0,0.0,0.001741541000228608,574204.1099628044,0.0,0.0,,0.08365498483181,kll,8,50,202
93,0.0,0.0,0.0016340830006811302,611964.0187084578,0.0,0.0,,0.0811615064740181,kll,8,50,202
94,0.0,0.0,0.0016879159993550275,592446.5437747564,0.0,0.0,,0.08066514879465103,kll,8,50,202
95,0.0,0.0,0.0017235000013897661,580214.6789635262,0.0,0.0,,0.08482486754655838,kll,8,50,202
96,0.0,0.0,0.0017575000019860454,568990.0420312716,0.0,0.0,,0.08195692300796509,kll,8,50,202
97,0.0,0.0,0.0015439170019817539,647703.2111936145,0.0,0.0,,0.07940781861543655,kll,8,50,202
98,0.0,0.0,0.0018325839992030524,545677.5790004041,0.0,0.0,,0.0777679979801178,kll,8,50,202
99,0.0,0.0,0.0017841249973571394,560498.8448014127,0.0,0.0,,0.07407139986753464,kll,8,50,202
100,0.0,0.0,0.001692124998953659,590972.8894841451,0.0,0.0,,0.07245538383722305,kll,8,50,202
1,0.0,0.0,0.0019739580020541325,506596.39108804945,0.0,0.0,,0.0711587443947792,kll,8,100,42
2,0.0,0.0,0.0018642499999259599,536408.7434838223,0.0,0.0,,0.07546029984951019,kll,8,100,42
3,0.0,0.0,0.0019032079981116112,525428.6452096741,0.0,0.0,,0.06916215270757675,kll,8,100,42
4,0.0,0.0,0.0018382499983999878,543995.6485083094,0.0,16384.0,,0.06237877532839775,kll,8,100,42
5,0.0,0.0,0.0018488329988031182,540881.734936239,0.0,16384.0,,0.07356470823287964,kll,8,100,42
6,0.0,0.0,0.0016830839995236602,594147.4105172505,0.0,16384.0,,0.09062575548887253,kll,8,100,42
7,0.0,0.0,0.0017863749999378342,559792.8766551255,0.0,16384.0,,0.08592191338539124,kll,8,100,42
8,0.0,0.0,0.001772958999936236,564028.8354304667,0.0,16384.0,,0.07147808372974396,kll,8,100,42
9,0.0,0.0,0.0017915000025823247,558191.4588660722,0.0,16384.0,,0.07644644379615784,kll,8,100,42
10,0.0,0.0,0.001890667001134716,528913.8697612181,0.0,16384.0,,0.06605712324380875,kll,8,100,42
11,0.0,0.0,0.0016545830003451556,604381.8894497249,0.0,16384.0,,0.06757115572690964,kll,8,100,42
12,0.0,0.0,0.0016884589967958163,592256.016816338,0.0,16384.0,,0.05892554670572281,kll,8,100,42
13,0.0,0.0,0.0018601660012791399,537586.4300886865,0.0,16384.0,,0.09591017663478851,kll,8,100,42
14,0.0,0.0,0.0016867089980223682,592870.49584278,0.0,16384.0,,0.0942753329873085,kll,8,100,42
15,0.0,0.0,0.0017427079983463045,573819.5962541762,0.0,16384.0,,0.09255889058113098,kll,8,100,42
16,0.0,0.0,0.0017757919995347038,563129.0152574298,0.0,16384.0,,0.08010011911392212,kll,8,100,42
17,0.0,0.0,0.0016988329989544582,588639.3780998174,0.0,16384.0,,0.07646456360816956,kll,8,100,42
18,0.0,0.0,0.0018088329998136032,552842.6339540732,0.0,16384.0,,0.07454559952020645,kll,8,100,42
19,0.0,0.0,0.0017237920001207385,580116.3945127705,0.0,16384.0,,0.07471248507499695,kll,8,100,42
20,0.0,0.0,0.0017305410001426935,577853.9774079574,0.0,16384.0,,0.07652898877859116,kll,8,100,42
21,0.0,0.0,0.001699250002275221,588494.9234433097,0.0,16384.0,,0.07140961289405823,kll,8,100,42
22,0.0,0.0,0.00176941600147984,565158.2212230795,0.0,16384.0,,0.0636029839515686,kll,8,100,42
23,0.0,0.0,0.0017776670028979424,562535.0520484465,0.0,16384.0,,0.07023923099040985,kll,8,100,42
24,0.0,0.0,0.001678290998825105,595844.2252863505,0.0,16384.0,,0.06863828003406525,kll,8,100,42
25,0.0,0.0,0.0015977080001903232,625896.596800465,0.0,16384.0,,0.06733738631010056,kll,8,100,42
26,0.0,0.0,0.001789665999240242,558763.4790092257,0.0,16384.0,,0.07738499343395233,kll,8,100,42
27,0.0,0.0,0.0017037500001606531,586940.5722117131,0.0,16384.0,,0.08326088637113571,kll,8,100,42
28,0.0,0.0,0.0016726659996493254,597847.986513536,0.0,16384.0,,0.07954257726669312,kll,8,100,42
29,0.0,0.0,0.0019301249994896352,518101.1593883404,0.0,16384.0,,0.09950430691242218,kll,8,100,42
30,0.0,0.0,0.0017569999981787987,569151.9641642233,0.0,16384.0,,0.09526462852954865,kll,8,100,42
31,0.0,0.0,0.0017821660003392026,561114.9577590799,0.0,16384.0,,0.09274975955486298,kll,8,100,42
32,0.0,0.0,0.0017212499988090713,580973.1303947117,0.0,16384.0,,0.09137161076068878,kll,8,100,42
33,0.0,0.0,0.0017322500025329646,577283.8785035418,0.0,16384.0,,0.08043404668569565,kll,8,100,42
34,0.0,0.0,0.0018420839987811632,542863.4094111136,0.0,16384.0,,0.08616302162408829,kll,8,100,42
35,0.0,0.0,0.0017265419992327224,579192.3975463101,0.0,16384.0,,0.07909508049488068,kll,8,100,42
36,0.0,0.0,0.001737541999318637,575525.6565839226,0.0,16384.0,,0.08187134563922882,kll,8,100,42
37,0.0,0.0,0.00171504199897754,583076.099941676,0.0,16384.0,,0.08022593706846237,kll,8,100,42
38,0.0,0.0,0.0018897920017479919,529158.7640729957,0.0,16384.0,,0.08388271927833557,kll,8,100,42
39,0.0,0.0,0.0016856670008564834,593236.9794816547,0.0,16384.0,,0.08539359271526337,kll,8,100,42
40,0.0,0.0,0.0016982500019366853,588841.4537668773,0.0,16384.0,,0.08713794499635696,kll,8,100,42
41,0.0,0.0,0.0017704580022837035,564825.5980712933,0.0,16384.0,,0.07560108602046967,kll,8,100,42
42,0.0,0.0,0.001738333001412684,575263.7723539356,0.0,16384.0,,0.07649806886911392,kll,8,100,42
43,0.0,0.0,0.0016769580033724196,596317.8553004703,0.0,16384.0,,0.07446439564228058,kll,8,100,42
44,0.0,0.0,0.0016927090000535827,590768.9980784323,0.0,16384.0,,0.06921035051345825,kll,8,100,42
45,0.0,0.0,0.001667415999691002,599730.3613407305,0.0,16384.0,,0.0769389346241951,kll,8,100,42
46,0.0,0.0,0.0016803329999675043,595120.1339373438,0.0,16384.0,,0.07175275683403015,kll,8,100,42
47,0.0,0.0,0.0017162500007543713,582665.6953010656,0.0,16384.0,,0.07617980241775513,kll,8,100,42
48,0.0,0.0,0.001677374999417225,596169.6104612462,0.0,16384.0,,0.07953321188688278,kll,8,100,42
49,0.0,0.0,0.0016329999998561107,612369.871456285,0.0,16384.0,,0.07777513563632965,kll,8,100,42
50,0.0,0.0,0.001636916000279598,610904.8966649432,0.0,16384.0,,0.07045262306928635,kll,8,100,42
51,0.0,0.0,0.0017400840006303042,574684.9000610164,0.0,16384.0,,0.06273503601551056,kll,8,100,42
52,0.0,0.0,0.0016001250005501788,624951.1754745193,0.0,16384.0,,0.06602980941534042,kll,8,100,42
53,0.0,0.0,0.0016118329986056779,620411.6684948464,0.0,16384.0,,0.06469979882240295,kll,8,100,42
54,0.0,0.0,0.0018346659999224357,545058.3376169162,0.0,16384.0,,0.06257688254117966,kll,8,100,42
55,0.0,0.0,0.0017822500012698583,561088.5113129455,0.0,16384.0,,0.06999059021472931,kll,8,100,42
56,0.0,0.0,0.0017816250001487788,561285.3433895981,0.0,16384.0,,0.071193166077137,kll,8,100,42
57,0.0,0.0,0.0018854169975384139,530386.6472539456,0.0,16384.0,,0.06427571922540665,kll,8,100,42
58,0.0,0.0,0.0017055829994205851,586309.7840091726,0.0,16384.0,,0.05945402756333351,kll,8,100,42
59,0.0,0.0,0.001729416002490325,578229.8756112003,0.0,16384.0,,0.05416880548000336,kll,8,100,42
60,0.0,0.0,0.0022061250019760337,453283.4717453891,0.0,16384.0,,0.06473337113857269,kll,8,100,42
61,0.0,0.0,0.0016880829971341882,592387.9345373849,0.0,16384.0,,0.06270048022270203,kll,8,100,42
62,0.0,0.0,0.0016408329975092784,609446.5442357399,0.0,16384.0,,0.054042935371398926,kll,8,100,42
63,0.0,0.0,0.0017822090012487024,561101.4192495669,0.0,16384.0,,0.06259357184171677,kll,8,100,42
64,0.0,0.0,0.0016821669996716082,594471.2981500763,0.0,16384.0,,0.061463598161935806,kll,8,100,42
65,0.0,0.0,0.0017082090016629081,585408.4594019348,0.0,16384.0,,0.061287082731723785,kll,8,100,42
66,0.0,0.0,0.00179858300180058,555993.2452374395,0.0,16384.0,,0.05230199918150902,kll,8,100,42
67,0.0,0.0,0.0018236670002806932,548345.7231205495,0.0,16384.0,,0.062172576785087585,kll,8,100,42
68,0.0,0.0,0.001738416001899168,575236.3064465178,0.0,16384.0,,0.06264596432447433,kll,8,100,42
69,0.0,0.0,0.001731167001707945,577645.0215452432,0.0,16384.0,,0.06645486503839493,kll,8,100,42
70,0.0,0.0,0.0017050829992513172,586481.7140509223,0.0,16384.0,,0.0629662275314331,kll,8,100,42
71,0.0,0.0,0.0017241249988728669,580004.3504117986,0.0,16384.0,,0.06165764480829239,kll,8,100,42
72,0.0,0.0,0.0016942920010478701,590217.0342429341,0.0,16384.0,,0.07436017692089081,kll,8,100,42
73,0.0,0.0,0.0016951249999692664,589926.9965448746,0.0,16384.0,,0.06592151522636414,kll,8,100,42
74,0.0,0.0,0.0018482499981473666,541052.3473568899,0.0,16384.0,,0.06444747000932693,kll,8,100,42
75,0.0,0.0,0.0017938749988388736,557452.4426993368,0.0,16384.0,,0.06712659448385239,kll,8,100,42
76,0.0,0.0,0.0017453340005886275,572956.236263513,0.0,16384.0,,0.0687047615647316,kll,8,100,42
77,0.0,0.0,0.0017108749998442363,584496.2373586869,0.0,16384.0,,0.06366097927093506,kll,8,100,42
78,0.0,0.0,0.0017332499992335215,576950.8151981655,0.0,16384.0,,0.06603264063596725,kll,8,100,42
79,0.0,0.0,0.0018921250011771917,528506.3087152523,0.0,16384.0,,0.06719598919153214,kll,8,100,42
80,0.0,0.0,0.0017559590014570858,569489.3782657825,0.0,16384.0,,0.060447823256254196,kll,8,100,42
81,0.0,0.0,0.001781124999979511,561442.9082807234,0.0,16384.0,,0.0612206906080246,kll,8,100,42
82,0.0,0.0,0.0016287090002151672,613983.2222133549,0.0,16384.0,,0.059978533536195755,kll,8,100,42
83,0.0,0.0,0.0018064169998979196,553582.0356299293,0.0,16384.0,,0.06462252140045166,kll,8,100,42
84,0.0,0.0,0.0017063749983208254,586037.653495896,0.0,16384.0,,0.05965864285826683,kll,8,100,42
