window_time,drift_distance,threshold,drift_detected
2015-01-11 08:09:48.506820096,0.0,0.0807161273024756,0
2015-02-05 05:45:21.200667648,0.010765521108125056,0.0807161273024756,0
2015-02-28 16:39:17.016885504,0.020549762689261418,0.0807161273024756,0
2015-03-24 08:51:32.283909632,0.02141047602482783,0.0807161273024756,0
2015-04-19 23:55:22.089075712,0.024210228864751597,0.0807161273024756,0
2015-05-16 05:23:02.882852864,0.020204077340407377,0.0807161273024756,0
2015-06-11 17:01:20.739780864,0.01815666921859919,0.0807161273024756,0
2015-07-07 02:48:50.688933888,0.022282474603098498,0.0807161273024756,0
2015-07-30 15:34:58.859391744,0.025905745081837118,0.0807161273024756,0
2015-08-21 15:05:12.752964864,0.029563364098900775,0.0807161273024756,0
2015-09-12 21:37:22.907615744,0.017550880601563457,0.0807161273024756,0
2015-10-05 21:53:33.587716864,0.033458170173401344,0.0807161273024756,0
2015-10-26 04:25:22.448119552,0.01592702176284168,0.0807161273024756,0
2015-11-13 17:02:05.369004800,0.009406389522306078,0.0807161273024756,0
2015-12-02 07:12:01.405064960,0.016598921183386593,0.0807161273024756,0
2015-12-22 18:55:59.606276864,0.019224419150929314,0.0807161273024756,0
2016-01-10 08:06:09.746892288,0.012434059476920912,0.0807161273024756,0
2016-01-21 04:39:16.918586112,0.011561977490337246,0.0807161273024756,0
2016-02-02 02:58:14.565866496,0.015335876588750687,0.0807161273024756,0
2016-02-14 18:06:33.121078016,0.013649911722239802,0.0807161273024756,0
2016-02-26 21:17:57.877155840,0.016022322834443627,0.0807161273024756,0
2016-03-09 07:50:47.186913280,0.024917233470120325,0.0807161273024756,0
2016-03-21 19:27:45.574640896,0.025382901539866432,0.0807161273024756,0
2016-04-04 14:40:47.423562496,0.03168305677827494,0.0807161273024756,0
2016-04-19 00:35:56.588087808,0.03485232962480503,0.0807161273024756,0
2016-04-29 09:06:52.916020480,0.03296954476760412,0.0807161273024756,0
2016-05-10 06:38:48.651970048,0.02654521118285872,0.0807161273024756,0
2016-05-21 10:47:31.657382656,0.023513283727510822,0.0807161273024756,0
2016-06-01 08:05:10.293080576,0.030987522813005944,0.0807161273024756,0
2016-06-11 14:38:48.016489472,0.03741107501902723,0.0807161273024756,0
2016-06-22 00:57:55.235603712,0.0364234637777131,0.0807161273024756,0
2016-07-02 07:25:22.794145280,0.03702001248271919,0.0807161273024756,0
2016-07-13 09:27:46.314788096,0.038529290386779026,0.0807161273024756,0
2016-07-22 03:46:52.547762176,0.043163624725144234,0.0807161273024756,0
2016-07-31 10:31:14.596140800,0.04811200178988445,0.0807161273024756,0
2016-08-09 22:13:06.052518912,0.041482528320412174,0.0807161273024756,0
2016-08-19 15:46:13.900492800,0.035232851735456296,0.0807161273024756,0
2016-08-29 05:53:12.757607936,0.05067445530031669,0.0807161273024756,0
2016-09-08 09:39:44.793902336,0.027781059051121024,0.0807161273024756,0
2016-09-18 06:03:33.502058752,0.03448082895176073,0.0807161273024756,0
2016-09-27 18:24:40.967160576,0.02929168264324107,0.0807161273024756,0
2016-10-07 13:41:23.872992768,0.028859195116076437,0.0807161273024756,0
2016-10-17 11:55:33.511858432,0.03960127466469173,0.0807161273024756,0
2016-10-27 01:29:41.976607488,0.04046564958574494,0.0807161273024756,0
2016-11-05 01:35:03.399676928,0.03685913537693987,0.0807161273024756,0
2016-11-14 19:01:10.739316736,0.035844935283575685,0.0807161273024756,0
2016-11-25 12:35:37.448248320,0.043082921261748224,0.0807161273024756,0
2016-12-03 15:52:34.117192704,0.025178470306321667,0.0807161273024756,0
2016-12-10 08:59:30.693692160,0.01621116627128033,0.0807161273024756,0
2016-12-17 08:49:39.525993984,0.027705213465339218,0.0807161273024756,0
2016-12-24 06:30:44.857579520,0.021062568504892833,0.0807161273024756,0
2016-12-30 03:47:24.421860352,0.014111611051009621,0.0807161273024756,0
2017-01-04 22:16:38.277375232,0.013712693548862726,0.0807161273024756,0
2017-01-10 20:56:48.223647488,0.012671872429848428,0.0807161273024756,0
2017-01-17 04:59:38.757997568,0.017528600685719136,0.0807161273024756,0
2017-01-24 02:28:52.148750848,0.01832416831678076,0.0807161273024756,0
2017-01-31 17:37:25.901447424,0.021918465991609203,0.0807161273024756,0
2017-02-08 10:39:14.659304192,0.026788029109996912,0.0807161273024756,0
2017-02-16 13:19:43.407748864,0.02764540004255772,0.0807161273024756,0
2017-02-25 01:31:15.515959808,0.020477962682378035,0.0807161273024756,0
2017-03-04 23:00:53.579133440,0.028530010086280398,0.0807161273024756,0
