window_time,drift_distance,threshold,drift_detected,accuracy,auc
2015-01-11 08:09:48.506820096,0.0,0.05659873131227604,0,0.9820807702594276,0.9973916716569126
2015-02-05 05:45:21.200667648,0.05812366153552525,0.05659873131227604,0,0.9755674232309747,0.9963946645121631
2015-02-28 16:39:17.016885504,0.05781066383514206,0.05659873131227604,0,0.9777539533637095,0.9957381803589669
2015-03-24 08:51:32.283909632,0.05407679360231691,0.05659873131227604,0,0.9722074468085107,0.9959219358953401
2015-04-19 23:55:22.089075712,0.05657002203471539,0.05659873131227604,0,0.9747596153846154,0.995621762789683
2015-05-16 05:23:02.882852864,0.05029925952274902,0.05659873131227604,0,0.9747910488002157,0.9951544258628651
2015-06-11 17:01:20.739780864,0.04939752435256491,0.05659873131227604,0,0.9754207854662036,0.9959718922349833
2015-07-07 02:48:50.688933888,0.05849672497898145,0.05659873131227604,0,0.9734143049932523,0.9954411281334216
2015-07-30 15:34:58.859391744,0.05369480123746775,0.05659873131227604,0,0.9753201707577375,0.9959192784331881
2015-08-21 15:05:12.752964864,0.04973237139990703,0.05659873131227604,0,0.9747978436657682,0.9951549073703082
2015-09-12 21:37:22.907615744,0.0472789043399458,0.05659873131227604,0,0.9737194958433897,0.9967122383874011
2015-10-05 21:53:33.587716864,0.048076909491644004,0.05659873131227604,0,0.9758022093634929,0.9972455237358975
2015-10-26 04:25:22.448119552,0.04884079227079802,0.05659873131227604,0,0.9733262203254202,0.9956075193809828
2015-11-13 17:02:05.369004800,0.04857151182820225,0.05659873131227604,0,0.9748830995323982,0.996506195164423
2015-12-02 07:12:01.405064960,0.04716890360477454,0.05659873131227604,0,0.9764169904863995,0.9966623651246994
2015-12-22 18:55:59.606276864,0.055452768188973135,0.05659873131227604,0,0.9703663793103449,0.9960126635069231
2016-01-10 08:06:09.746892288,0.05068330595295517,0.05659873131227604,0,0.9744776514149696,0.9959212977336231
2016-01-21 04:39:16.918586112,0.04878659305175518,0.05659873131227604,0,0.9752276379217997,0.9956537681861399
2016-02-02 02:58:14.565866496,0.04709069591276572,0.05659873131227604,0,0.9752,0.9957445729855394
2016-02-14 18:06:33.121078016,0.04753709615348218,0.05659873131227604,0,0.976401179941003,0.995136070591376
2016-02-26 21:17:57.877155840,0.04693167102722786,0.05659873131227604,0,0.9751923587158398,0.9963266425151
2016-03-09 07:50:47.186913280,0.04634685702452144,0.05659873131227604,0,0.9746580852775543,0.9954687573729653
2016-03-21 19:27:45.574640896,0.04873643022161701,0.05659873131227604,0,0.9757849920170303,0.9966273167605524
2016-04-04 14:40:47.423562496,0.047948566083887346,0.05659873131227604,0,0.973267060720043,0.9954549086588883
2016-04-19 00:35:56.588087808,0.04815815768400195,0.05659873131227604,0,0.9734548335974643,0.9953450653822643
2016-04-29 09:06:52.916020480,0.0480610612072793,0.05659873131227604,0,0.9729874297940626,0.9952464292989204
2016-05-10 06:38:48.651970048,0.04708310470070681,0.05659873131227604,0,0.9717233985526669,0.9952706076965743
2016-05-21 10:47:31.657382656,0.04722785178563788,0.05659873131227604,0,0.9773454157782516,0.9959949892631766
2016-06-01 08:05:10.293080576,0.04793374384663065,0.05659873131227604,0,0.9722148009617954,0.9954980218562054
2016-06-11 14:38:48.016489472,0.057387946011606815,0.05659873131227604,0,0.9751329787234042,0.9958026190877797
2016-06-22 00:57:55.235603712,0.053507530270036324,0.05659873131227604,0,0.9765974230870366,0.9960748749469593
2016-07-02 07:25:22.794145280,0.05050864706179107,0.05659873131227604,0,0.972730918326427,0.9956982330518911
2016-07-13 09:27:46.314788096,0.0502848654542515,0.05659873131227604,0,0.971322849213691,0.9948799666264048
2016-07-22 03:46:52.547762176,0.049469959028332254,0.05659873131227604,0,0.9707414829659319,0.9943637526262904
2016-07-31 10:31:14.596140800,0.049234621879469274,0.05659873131227604,0,0.9704590818363273,0.995318887980376
2016-08-09 22:13:06.052518912,0.047066247224236184,0.05659873131227604,0,0.9748763864760123,0.9958252967429675
2016-08-19 15:46:13.900492800,0.046526792512883976,0.05659873131227604,0,0.9682962568269615,0.995206116487054
2016-08-29 05:53:12.757607936,0.04957420637502279,0.05659873131227604,0,0.9685049833887043,0.9953991244094098
2016-09-08 09:39:44.793902336,0.046409608114548445,0.05659873131227604,0,0.9747037678072161,0.9964862001306454
2016-09-18 06:03:33.502058752,0.04718439273121596,0.05659873131227604,0,0.9721078496480277,0.9957278517704528
2016-09-27 18:24:40.967160576,0.04599208195037369,0.05659873131227604,0,0.9707649179014818,0.9951950672651252
2016-10-07 13:41:23.872992768,0.04565164882243278,0.05659873131227604,0,0.9700066357000664,0.9951628968859445
2016-10-17 11:55:33.511858432,0.04489622024409182,0.05659873131227604,0,0.9749430523917996,0.9965663720648623
2016-10-27 01:29:41.976607488,0.043077008262465466,0.05659873131227604,0,0.9677850554738672,0.9948193011232783
2016-11-05 01:35:03.399676928,0.04517525861943131,0.05659873131227604,0,0.9741622930964877,0.9961169449653317
2016-11-14 19:01:10.739316736,0.04382039172646295,0.05659873131227604,0,0.9724045545880777,0.9951873849013252
2016-11-25 12:35:37.448248320,0.046250045315343935,0.05659873131227604,0,0.968562674836819,0.9943729423206012
2016-12-03 15:52:34.117192704,0.04714745351984254,0.05659873131227604,0,0.9703023039019842,0.9961777844098081
2016-12-10 08:59:30.693692160,0.046205293925819756,0.05659873131227604,0,0.975596746232831,0.9957150348138878
2016-12-17 08:49:39.525993984,0.04616803842979692,0.05659873131227604,0,0.9724770642201835,0.9958783696859832
2016-12-24 06:30:44.857579520,0.04496513769948499,0.05659873131227604,0,0.9751561046897834,0.9964480545386589
2016-12-30 03:47:24.421860352,0.04510753316824415,0.05659873131227604,0,0.9743284372105333,0.9962206664039945
2017-01-04 22:16:38.277375232,0.0452920899570067,0.05659873131227604,0,0.975886151008038,0.996317702279957
2017-01-10 20:56:48.223647488,0.043993451555406106,0.05659873131227604,0,0.9739478957915831,0.9955256790360729
2017-01-17 04:59:38.757997568,0.04407776453131393,0.05659873131227604,0,0.9745683308794003,0.9961872896245487
2017-01-24 02:28:52.148750848,0.04424027335120919,0.05659873131227604,0,0.9761999206664023,0.9960563049754435
2017-01-31 17:37:25.901447424,0.05088438723414366,0.05659873131227604,0,0.9717093903572852,0.9956585327842813
